ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster
464127,Female,No,33,Yes,Healthcare,1.0,1,5.0,2
462164,Female,Yes,62,Yes,Artist,9.0,1,1.0,0
463949,Male,Yes,51,No,Executive,0.0,3,4.0,1
460380,Male,No,29,Yes,Entertainment,8.0,1,3.0,0
461324,Female,No,48,Yes,Artist,4.0,1,1.0,1
463482,Male,No,41,No,Engineer,9.0,1,7.0,0
465723,Male,No,42,Yes,Healthcare,9.0,1,1.0,0
467948,Female,No,20,No,Healthcare,0.0,1,3.0,2
464473,Female,Yes,60,Yes,Artist,0.0,2,4.0,1
467325,Female,Yes,72,Yes,Lawyer,1.0,3,2.0,1
462017,Male,No,25,Yes,Entertainment,9.0,1,1.0,0
463152,Female,Yes,57,Yes,Doctor,1.0,2,4.0,1
462174,Female,Yes,40,Yes,Engineer,8.0,2,4.0,0
461511,Male,Yes,35,No,Doctor,9.0,1,2.0,0
464095,Female,Yes,31,Yes,Engineer,1.0,1,2.0,2
460096,Female,Yes,78,No,Lawyer,1.0,1,1.0,1
462129,Female,No,41,Yes,Artist,9.0,1,1.0,0
464111,Male,Yes,57,Yes,Artist,0.0,2,3.0,1
463699,Female,Yes,41,Yes,Marketing,9.0,1,3.0,0
466307,Male,Yes,49,Yes,Artist,1.0,1,2.0,1
459980,Male,No,40,No,Engineer,1.0,1,2.0,1
464261,Male,Yes,61,Yes,Executive,0.0,3,2.0,1
462098,Female,Yes,38,No,Entertainment,3.0,2,3.0,2
460002,Female,Yes,58,Yes,Doctor,5.0,2,3.0,1
467322,Female,Yes,46,Yes,Artist,0.0,2,2.0,1
463584,Female,No,22,No,Engineer,0.0,1,3.0,2
466633,Male,Yes,39,Yes,Entertainment,6.0,2,2.0,0
460966,Female,Yes,58,Yes,Engineer,1.0,2,4.0,1
461084,Female,Yes,38,Yes,Artist,8.0,2,2.0,0
461165,Male,Yes,28,No,Artist,1.0,2,2.0,2
461454,Female,Yes,35,Yes,Artist,7.0,3,4.0,0
459284,Female,Yes,70,Yes,Lawyer,1.0,3,2.0,1
461116,Male,Yes,30,No,Executive,4.0,3,4.0,2
459235,Male,Yes,55,No,Entertainment,1.0,1,4.0,1
461377,Female,Yes,57,Yes,Artist,1.0,1,1.0,1
467840,Female,Yes,22,No,Healthcare,0.0,1,6.0,2
462362,Male,Yes,63,Yes,Entertainment,0.0,2,4.0,1
462217,Female,No,42,Yes,Executive,0.0,1,1.0,1
464325,Male,Yes,27,Yes,Healthcare,4.0,3,3.0,2
460063,Female,No,43,Yes,Artist,1.0,1,1.0,1
460727,Male,Yes,69,No,Executive,0.0,3,4.0,1
467612,Male,Yes,67,Yes,Executive,1.0,1,4.0,1
463317,Male,Yes,72,Yes,Marketing,0.0,1,1.0,1
459320,Male,Yes,26,Yes,Executive,0.0,1,3.0,2
464457,Female,No,53,Yes,Artist,9.0,1,1.0,0
463702,Male,Yes,49,Yes,Artist,1.0,2,4.0,2
463890,Female,No,28,No,Artist,1.0,1,5.0,2
467420,Male,Yes,52,Yes,Executive,1.0,3,4.0,1
466871,Male,Yes,43,Yes,Executive,1.0,3,4.0,2
466878,Male,Yes,38,No,Artist,8.0,3,5.0,0
462660,Female,Yes,27,No,Homemaker,9.0,2,2.0,0
466691,Male,No,18,No,Healthcare,5.0,1,4.0,2
463182,Male,Yes,59,Yes,Entertainment,1.0,1,3.0,1
463321,Male,No,22,No,Healthcare,1.0,1,3.0,2
462532,Male,No,32,Yes,Doctor,0.0,1,4.0,2
464588,Female,Yes,35,Yes,Artist,0.0,1,2.0,1
467436,Male,Yes,51,Yes,Artist,5.0,2,4.0,0
465260,Female,No,22,No,Healthcare,8.0,1,6.0,2
467566,Male,Yes,49,No,Executive,8.0,3,3.0,0
464284,Female,Yes,42,Yes,Artist,8.0,1,3.0,0
462895,Male,No,32,No,Entertainment,1.0,1,3.0,2
459460,Male,No,55,No,Lawyer,1.0,1,1.0,1
461985,Male,No,31,Yes,Entertainment,1.0,1,1.0,1
463168,Female,Yes,36,Yes,Doctor,7.0,2,2.0,0
466853,Male,No,32,Yes,Healthcare,1.0,1,3.0,2
464840,Male,No,18,No,Healthcare,0.0,1,4.0,2
460135,Female,No,31,Yes,Healthcare,4.0,1,3.0,2
464814,Male,Yes,53,Yes,Artist,0.0,3,7.0,2
464856,Female,No,42,Yes,Engineer,8.0,1,3.0,0
462940,Male,No,75,No,Lawyer,8.0,1,2.0,1
463083,Male,No,30,Yes,Artist,7.0,1,3.0,0
461283,Male,No,19,No,Healthcare,1.0,1,4.0,2
459487,Male,Yes,67,No,Lawyer,1.0,1,4.0,1
466181,Male,Yes,46,Yes,Entertainment,1.0,1,2.0,1
462465,Male,Yes,51,Yes,Engineer,1.0,1,2.0,1
464780,Female,No,32,No,Engineer,1.0,1,9.0,2
466741,Female,No,53,No,Artist,9.0,1,2.0,0
465385,Female,No,46,Yes,Artist,5.0,1,1.0,1
464270,Female,No,45,Yes,Artist,3.0,1,1.0,1
467807,Male,Yes,50,Yes,Executive,1.0,2,3.0,1
466118,Female,Yes,36,No,Engineer,1.0,1,3.0,2
460068,Female,No,40,Yes,Artist,8.0,1,1.0,0
467444,Female,Yes,40,Yes,Artist,8.0,1,2.0,0
460937,Male,Yes,43,No,Artist,1.0,3,9.0,2
459550,Male,No,19,No,Healthcare,8.0,1,5.0,0
461539,Male,Yes,42,No,Entertainment,6.0,2,2.0,0
464228,Male,No,29,Yes,Healthcare,1.0,1,1.0,1
461593,Female,Yes,37,Yes,Doctor,9.0,2,2.0,0
461949,Female,No,38,No,Artist,14.0,1,1.0,0
466171,Female,Yes,79,Yes,Lawyer,0.0,1,1.0,1
462682,Male,No,25,No,Entertainment,2.0,1,7.0,2
463384,Female,No,29,No,Marketing,1.0,1,5.0,2
460584,Female,No,33,Yes,Homemaker,1.0,1,1.0,1
467502,Female,No,26,No,Healthcare,1.0,1,6.0,2
459433,Male,No,26,No,Doctor,1.0,1,4.0,2
467452,Female,Yes,38,Yes,Artist,9.0,2,2.0,0
462501,Male,Yes,63,Yes,Artist,1.0,2,2.0,1
462121,Female,No,60,Yes,Artist,1.0,1,3.0,1
464890,Female,No,33,No,Engineer,0.0,1,7.0,2
461172,Female,Yes,71,Yes,Lawyer,1.0,1,1.0,1
460855,Male,Yes,45,Yes,Artist,1.0,1,2.0,1
461268,Female,Yes,60,Yes,Artist,0.0,2,2.0,1
465731,Female,Yes,31,Yes,Artist,0.0,2,2.0,2
462861,Female,No,26,Yes,Healthcare,8.0,1,1.0,0
458989,Female,Yes,42,Yes,Engineer,1.0,1,1.0,1
463527,Female,No,35,No,Artist,13.0,1,1.0,0
463293,Female,No,20,No,Healthcare,1.0,1,3.0,2
465166,Male,No,25,Yes,Healthcare,4.0,1,5.0,2
460194,Female,No,23,No,Entertainment,0.0,1,2.0,2
462711,Male,Yes,53,Yes,Artist,0.0,2,5.0,2
466932,Female,No,49,Yes,Doctor,0.0,1,2.0,1
467769,Female,No,35,Yes,Doctor,1.0,1,1.0,1
461898,Male,Yes,60,Yes,Executive,5.0,3,3.0,1
466137,Female,Yes,31,No,Healthcare,0.0,1,4.0,2
466607,Male,No,18,No,Marketing,2.0,1,2.0,2
462939,Male,Yes,38,Yes,Doctor,0.0,3,4.0,2
465698,Male,No,39,Yes,Artist,8.0,1,2.0,0
461240,Female,No,45,No,Marketing,1.0,1,1.0,1
461357,Male,No,28,Yes,Healthcare,0.0,1,4.0,2
459512,Male,Yes,65,Yes,Lawyer,0.0,3,2.0,1
467775,Female,No,41,Yes,Artist,0.0,1,1.0,1
462871,Male,Yes,48,No,Entertainment,1.0,2,3.0,1
464454,Female,Yes,52,Yes,Engineer,7.0,3,4.0,0
459879,Female,No,26,Yes,Healthcare,7.0,1,1.0,0
466802,Female,No,43,Yes,Engineer,1.0,1,1.0,1
459074,Female,No,30,Yes,Healthcare,0.0,1,4.0,2
462539,Female,Yes,77,No,Lawyer,1.0,1,1.0,1
460133,Female,No,37,No,Artist,4.0,1,1.0,1
461780,Female,No,65,Yes,Lawyer,0.0,1,5.0,1
466945,Male,Yes,61,Yes,Artist,0.0,2,2.0,1
463922,Female,No,32,No,Healthcare,2.0,1,5.0,2
466328,Male,Yes,49,Yes,Artist,0.0,1,3.0,1
466195,Male,No,19,No,Healthcare,1.0,1,4.0,2
462300,Male,Yes,50,Yes,Artist,1.0,2,3.0,1
460412,Female,No,31,No,Healthcare,0.0,1,5.0,2
467823,Male,Yes,45,Yes,Doctor,6.0,2,2.0,0
463061,Male,No,33,No,Lawyer,5.0,1,3.0,0
460134,Male,Yes,39,Yes,Entertainment,9.0,3,3.0,0
463237,Male,No,20,No,Healthcare,1.0,1,5.0,2
464198,Male,Yes,49,Yes,Entertainment,1.0,1,2.0,1
459344,Female,Yes,76,Yes,Artist,1.0,3,2.0,1
464152,Male,Yes,37,Yes,Artist,0.0,3,4.0,2
464104,Male,Yes,62,No,Artist,0.0,2,3.0,1
461034,Female,No,23,No,Marketing,2.0,1,6.0,2
460755,Male,No,33,Yes,Artist,0.0,1,1.0,1
465019,Male,Yes,53,Yes,Artist,0.0,1,3.0,1
462902,Male,Yes,46,No,Executive,0.0,2,3.0,1
460060,Male,Yes,28,No,Engineer,6.0,2,2.0,0
461695,Female,Yes,45,Yes,Artist,3.0,2,2.0,1
466297,Female,No,21,No,Healthcare,1.0,1,4.0,2
465544,Female,No,51,Yes,Artist,0.0,1,1.0,1
466207,Female,Yes,37,Yes,Doctor,9.0,2,4.0,0
464431,Male,Yes,67,Yes,Executive,0.0,3,3.0,1
462397,Male,Yes,49,Yes,Artist,1.0,2,4.0,2
460014,Female,No,66,No,Entertainment,2.0,1,3.0,1
460202,Male,Yes,42,Yes,Entertainment,1.0,1,2.0,1
459834,Male,Yes,45,No,Doctor,1.0,2,3.0,1
464011,Male,No,32,Yes,Healthcare,1.0,1,4.0,2
460048,Male,No,47,Yes,Doctor,1.0,1,1.0,1
464546,Female,Yes,38,Yes,Engineer,8.0,1,3.0,0
459687,Male,Yes,50,No,Executive,8.0,3,4.0,0
467737,Female,Yes,51,Yes,Entertainment,7.0,2,2.0,0
463936,Male,Yes,32,No,Entertainment,1.0,2,2.0,2
460422,Male,Yes,53,Yes,Entertainment,1.0,3,2.0,1
467784,Female,Yes,45,Yes,Artist,9.0,1,1.0,0
467067,Female,No,32,No,Healthcare,0.0,1,4.0,2
466779,Male,No,22,No,Healthcare,2.0,1,2.0,2
465661,Male,No,59,Yes,Entertainment,1.0,1,1.0,1
459616,Female,No,21,No,Healthcare,1.0,1,4.0,2
463745,Male,Yes,62,Yes,Artist,1.0,2,3.0,1
466706,Male,Yes,67,Yes,Lawyer,0.0,1,2.0,1
467816,Female,No,73,Yes,Artist,0.0,1,1.0,1
467882,Female,No,40,Yes,Artist,0.0,1,1.0,1
463914,Female,Yes,27,No,Artist,0.0,1,2.0,2
465498,Male,Yes,41,Yes,Engineer,9.0,2,2.0,0
461070,Male,Yes,46,Yes,Doctor,0.0,1,3.0,1
461171,Male,Yes,41,Yes,Artist,0.0,2,3.0,2
467403,Female,Yes,38,Yes,Artist,7.0,2,3.0,0
464382,Female,Yes,55,Yes,Artist,1.0,2,4.0,1
465449,Female,No,43,Yes,Artist,9.0,1,2.0,0
465190,Female,Yes,48,Yes,Artist,1.0,3,4.0,2
463131,Male,Yes,66,No,Entertainment,1.0,3,2.0,1
467301,Female,Yes,73,No,Lawyer,1.0,1,2.0,1
466202,Male,Yes,49,Yes,Artist,9.0,2,2.0,0
459945,Male,Yes,48,Yes,Artist,0.0,1,2.0,1
465187,Female,Yes,39,No,Doctor,0.0,2,4.0,2
460253,Male,Yes,52,Yes,Artist,4.0,2,2.0,1
463216,Male,No,30,Yes,Artist,8.0,1,1.0,0
465615,Male,Yes,61,Yes,Artist,3.0,2,2.0,1
462055,Male,No,33,Yes,Healthcare,0.0,1,7.0,2
465234,Male,Yes,68,Yes,Artist,0.0,1,1.0,1
460720,Female,Yes,48,Yes,Artist,1.0,2,2.0,1
467582,Male,Yes,39,Yes,Executive,0.0,3,3.0,2
466046,Female,Yes,36,No,Entertainment,1.0,2,2.0,1
467622,Male,Yes,76,Yes,Lawyer,1.0,3,2.0,1
462664,Male,Yes,69,No,Artist,2.0,1,2.0,1
461731,Male,Yes,79,No,Entertainment,0.0,1,1.0,1
459061,Female,Yes,39,Yes,Healthcare,9.0,3,3.0,0
462630,Male,No,32,No,Doctor,9.0,1,6.0,0
462311,Male,Yes,56,Yes,Executive,9.0,3,9.0,2
461396,Male,No,23,No,Doctor,0.0,1,5.0,2
464900,Male,Yes,71,No,Lawyer,1.0,1,2.0,1
463445,Male,Yes,48,Yes,Artist,0.0,2,3.0,1
463824,Female,Yes,37,No,Artist,1.0,1,3.0,2
459451,Female,Yes,46,Yes,Artist,0.0,1,2.0,1
459070,Female,Yes,66,No,Lawyer,0.0,1,1.0,1
463674,Female,No,25,Yes,Engineer,0.0,1,7.0,2
460119,Male,No,26,Yes,Healthcare,0.0,1,4.0,2
465227,Male,No,23,No,Healthcare,6.0,1,3.0,0
462612,Female,Yes,32,No,Doctor,6.0,3,6.0,2
465159,Male,Yes,57,No,Entertainment,0.0,1,1.0,1
465956,Male,Yes,39,Yes,Entertainment,4.0,2,4.0,2
462422,Male,Yes,71,Yes,Lawyer,1.0,1,2.0,1
466266,Male,Yes,48,Yes,Artist,1.0,1,3.0,1
464573,Female,Yes,39,Yes,Artist,7.0,2,3.0,0
463306,Female,Yes,60,Yes,Engineer,1.0,3,4.0,1
462065,Female,No,43,Yes,Homemaker,14.0,1,1.0,0
463456,Male,Yes,46,No,Entertainment,1.0,3,3.0,1
461914,Female,Yes,55,Yes,Artist,6.0,1,3.0,0
459779,Female,Yes,62,Yes,Entertainment,1.0,1,1.0,1
466663,Male,No,57,Yes,Doctor,0.0,1,1.0,1
464504,Male,No,29,Yes,Healthcare,0.0,1,4.0,2
465883,Male,Yes,33,No,Artist,0.0,1,4.0,2
465262,Male,Yes,60,Yes,Entertainment,7.0,2,4.0,0
466205,Female,Yes,58,Yes,Artist,6.0,1,1.0,1
464128,Male,Yes,52,No,Entertainment,0.0,2,4.0,1
460482,Female,Yes,30,No,Homemaker,9.0,1,3.0,0
466055,Male,Yes,52,Yes,Entertainment,1.0,2,3.0,1
465511,Male,Yes,31,Yes,Artist,0.0,2,2.0,2
460106,Female,Yes,67,Yes,Entertainment,1.0,1,2.0,1
467527,Male,Yes,62,Yes,Artist,2.0,2,4.0,1
460927,Male,Yes,38,Yes,Healthcare,1.0,3,4.0,2
464172,Male,Yes,60,Yes,Artist,3.0,3,3.0,1
461442,Male,Yes,47,Yes,Artist,1.0,2,6.0,2
459851,Male,No,53,Yes,Artist,3.0,1,1.0,1
466179,Male,Yes,71,No,Lawyer,0.0,1,1.0,1
459019,Male,Yes,45,No,Executive,10.0,3,3.0,0
463945,Female,No,37,No,Homemaker,10.0,1,2.0,0
463274,Male,Yes,58,Yes,Artist,7.0,1,1.0,0
459606,Male,Yes,38,Yes,Artist,1.0,2,3.0,2
462807,Female,No,28,Yes,Homemaker,1.0,1,1.0,1
467654,Female,Yes,56,Yes,Artist,1.0,3,4.0,1
467418,Male,Yes,49,Yes,Artist,1.0,2,4.0,2
467712,Male,Yes,50,Yes,Artist,1.0,2,4.0,2
465299,Male,Yes,56,Yes,Executive,1.0,3,2.0,1
461616,Male,No,28,Yes,Artist,1.0,1,1.0,1
461547,Male,No,70,No,Entertainment,0.0,1,1.0,1
460811,Female,Yes,52,No,Engineer,1.0,3,2.0,1
463891,Male,Yes,75,Yes,Lawyer,1.0,1,1.0,1
467534,Male,Yes,48,No,Entertainment,5.0,2,2.0,1
462748,Male,Yes,51,Yes,Artist,1.0,1,3.0,1
459380,Male,Yes,62,Yes,Artist,1.0,1,1.0,1
466783,Female,No,43,Yes,Healthcare,0.0,1,6.0,2
462832,Female,No,22,No,Doctor,0.0,1,4.0,2
461134,Male,Yes,32,Yes,Doctor,0.0,1,3.0,2
465741,Female,Yes,43,Yes,Healthcare,9.0,1,2.0,0
464785,Male,Yes,35,No,Doctor,5.0,1,4.0,2
464902,Female,Yes,68,No,Lawyer,0.0,1,1.0,1
460629,Female,Yes,36,Yes,Entertainment,0.0,2,3.0,2
464271,Female,Yes,36,Yes,Artist,0.0,2,3.0,2
467408,Male,Yes,47,Yes,Artist,0.0,2,4.0,2
461822,Male,Yes,37,Yes,Artist,9.0,3,2.0,0
459378,Male,No,20,No,Healthcare,1.0,1,4.0,2
463818,Female,Yes,40,Yes,Artist,2.0,1,1.0,1
460644,Female,Yes,40,Yes,Homemaker,2.0,2,2.0,1
466743,Male,No,26,No,Entertainment,1.0,1,2.0,2
464212,Female,Yes,56,Yes,Marketing,0.0,2,2.0,1
463709,Male,Yes,35,Yes,Artist,1.0,3,2.0,1
466145,Male,Yes,56,No,Entertainment,1.0,2,3.0,1
465679,Male,Yes,47,Yes,Healthcare,1.0,1,2.0,1
459094,Female,No,31,No,Healthcare,1.0,1,5.0,2
466183,Male,Yes,50,Yes,Entertainment,0.0,2,2.0,1
461102,Male,Yes,43,No,Entertainment,0.0,2,3.0,1
463012,Male,Yes,47,No,Engineer,0.0,1,1.0,1
462211,Male,No,18,No,Healthcare,1.0,1,3.0,2
459639,Female,Yes,56,Yes,Artist,1.0,1,1.0,1
465742,Female,Yes,45,Yes,Artist,3.0,1,3.0,1
466324,Female,No,28,No,Engineer,0.0,1,1.0,1
461827,Male,Yes,57,Yes,Artist,0.0,1,1.0,1
459403,Male,Yes,46,Yes,Artist,0.0,2,4.0,2
460424,Female,No,35,No,Entertainment,0.0,1,1.0,1
461170,Female,No,40,No,Engineer,0.0,1,3.0,2
465931,Male,Yes,38,Yes,Artist,6.0,1,1.0,0
466800,Female,No,18,No,Healthcare,6.0,1,3.0,0
462869,Male,No,31,Yes,Doctor,8.0,1,1.0,0
462678,Female,Yes,48,Yes,Artist,4.0,2,3.0,1
466391,Female,Yes,58,Yes,Engineer,0.0,2,3.0,1
464701,Male,No,31,No,Doctor,0.0,1,2.0,2
467125,Male,Yes,46,No,Entertainment,1.0,2,4.0,2
461190,Female,No,31,No,Engineer,0.0,1,2.0,2
461691,Male,No,31,Yes,Healthcare,3.0,1,4.0,2
461208,Female,No,32,Yes,Homemaker,5.0,1,1.0,0
464999,Male,Yes,66,Yes,Lawyer,1.0,3,2.0,1
462191,Female,No,22,No,Doctor,3.0,1,2.0,2
467045,Male,Yes,51,Yes,Entertainment,0.0,1,2.0,1
459104,Male,No,22,No,Healthcare,0.0,1,2.0,2
462558,Female,No,33,Yes,Engineer,0.0,1,6.0,2
460342,Female,No,29,Yes,Engineer,10.0,1,1.0,0
466647,Female,Yes,41,Yes,Artist,7.0,3,2.0,0
459038,Female,No,18,No,Healthcare,1.0,1,4.0,2
460074,Female,No,48,Yes,Lawyer,4.0,1,1.0,1
465016,Male,Yes,78,No,Executive,0.0,3,2.0,1
459842,Male,No,25,Yes,Healthcare,0.0,1,3.0,2
466230,Male,Yes,46,Yes,Artist,0.0,2,2.0,1
467096,Male,Yes,53,Yes,Entertainment,4.0,1,2.0,1
466012,Male,Yes,56,Yes,Artist,2.0,2,3.0,1
467059,Male,Yes,47,Yes,Artist,2.0,1,1.0,1
463023,Female,Yes,40,No,Homemaker,6.0,1,1.0,0
464557,Male,No,27,No,Artist,8.0,1,4.0,0
467052,Male,No,18,No,Healthcare,2.0,1,4.0,2
464461,Male,Yes,41,Yes,Healthcare,1.0,2,4.0,2
464733,Female,Yes,31,No,Engineer,1.0,3,4.0,2
465433,Female,No,40,Yes,Artist,1.0,1,1.0,1
459799,Male,Yes,47,Yes,Artist,1.0,1,2.0,1
466808,Female,No,43,No,Engineer,0.0,1,1.0,1
464035,Male,Yes,62,Yes,Executive,1.0,3,4.0,1
466975,Male,Yes,51,Yes,Artist,0.0,2,2.0,1
467524,Male,No,20,No,Healthcare,0.0,1,5.0,2
460270,Male,No,42,Yes,Doctor,9.0,1,1.0,0
465529,Female,No,33,No,Doctor,0.0,1,4.0,2
464246,Female,Yes,59,Yes,Artist,0.0,2,2.0,1
465639,Male,Yes,36,Yes,Healthcare,8.0,3,2.0,0
464346,Male,Yes,55,Yes,Executive,2.0,3,3.0,1
460953,Male,Yes,59,No,Entertainment,1.0,1,2.0,1
464556,Female,No,39,Yes,Artist,1.0,1,3.0,2
467762,Female,No,39,Yes,Engineer,0.0,1,4.0,2
467285,Male,Yes,53,No,Executive,0.0,3,4.0,1
467128,Female,No,32,No,Homemaker,1.0,1,1.0,1
459503,Male,Yes,35,Yes,Healthcare,5.0,3,4.0,2
466402,Male,Yes,40,Yes,Artist,0.0,2,4.0,2
466834,Male,Yes,60,Yes,Entertainment,1.0,1,3.0,1
467710,Female,No,37,Yes,Artist,9.0,1,4.0,0
461559,Male,No,52,Yes,Artist,0.0,1,4.0,1
463227,Female,Yes,35,Yes,Engineer,1.0,2,2.0,1
464779,Female,No,27,No,Engineer,1.0,1,1.0,1
462883,Female,Yes,28,Yes,Artist,8.0,1,4.0,0
459464,Male,No,29,Yes,Artist,1.0,1,2.0,2
466774,Male,Yes,78,Yes,Lawyer,0.0,1,2.0,1
459920,Female,Yes,51,Yes,Artist,6.0,3,2.0,0
467906,Female,No,33,No,Healthcare,0.0,1,5.0,2
460386,Male,Yes,29,Yes,Healthcare,0.0,1,2.0,2
467069,Female,No,29,No,Healthcare,0.0,1,3.0,2
465025,Male,Yes,73,Yes,Executive,0.0,3,2.0,1
466984,Female,No,43,Yes,Homemaker,9.0,1,2.0,0
462650,Female,No,33,No,Entertainment,8.0,1,5.0,0
459510,Female,No,23,No,Healthcare,0.0,1,3.0,2
466229,Male,Yes,56,Yes,Executive,0.0,3,1.0,1
466856,Female,Yes,65,No,Engineer,1.0,2,3.0,1
461623,Female,Yes,41,Yes,Artist,11.0,2,2.0,0
461839,Male,Yes,58,Yes,Artist,1.0,2,2.0,1
467883,Female,Yes,48,Yes,Artist,0.0,2,2.0,1
460038,Female,No,36,Yes,Engineer,9.0,1,5.0,0
467744,Male,No,36,Yes,Artist,9.0,1,1.0,0
462385,Male,No,23,No,Doctor,4.0,1,3.0,2
462916,Female,Yes,68,No,Artist,6.0,2,3.0,1
463339,Female,Yes,27,Yes,Engineer,4.0,1,2.0,0
460981,Female,Yes,42,No,Marketing,0.0,2,2.0,1
458993,Male,Yes,29,No,Doctor,0.0,1,2.0,2
459966,Female,No,31,Yes,Doctor,1.0,1,3.0,2
459538,Female,No,45,Yes,Homemaker,11.0,1,1.0,0
459424,Male,Yes,50,Yes,Doctor,11.0,1,3.0,0
465975,Male,No,42,Yes,Artist,8.0,1,1.0,0
464600,Female,No,55,Yes,Artist,0.0,1,1.0,1
465760,Female,No,43,Yes,Engineer,8.0,1,2.0,0
466577,Male,No,30,Yes,Healthcare,1.0,1,1.0,1
467324,Male,No,32,No,Doctor,5.0,1,1.0,0
464387,Female,No,27,Yes,Artist,9.0,1,5.0,0
462481,Male,No,33,Yes,Entertainment,1.0,1,1.0,1
463042,Male,Yes,51,No,Executive,1.0,3,4.0,1
465365,Male,No,31,No,Entertainment,1.0,1,4.0,2
463762,Male,Yes,31,No,Executive,1.0,3,3.0,2
460914,Female,No,36,Yes,Artist,9.0,1,2.0,0
466123,Male,Yes,70,Yes,Entertainment,0.0,1,1.0,1
465803,Male,Yes,37,Yes,Entertainment,2.0,3,5.0,2
460506,Female,Yes,52,Yes,Engineer,0.0,1,3.0,1
463066,Female,No,28,Yes,Healthcare,9.0,1,3.0,0
465110,Male,Yes,42,Yes,Entertainment,9.0,1,5.0,0
461445,Male,Yes,52,Yes,Artist,3.0,2,4.0,1
466330,Male,No,29,No,Doctor,0.0,1,3.0,2
461578,Female,Yes,61,Yes,Artist,0.0,2,4.0,1
466363,Female,Yes,38,Yes,Engineer,5.0,1,2.0,0
461118,Female,No,30,Yes,Healthcare,6.0,1,2.0,0
465568,Male,Yes,39,Yes,Executive,3.0,3,3.0,2
459130,Female,Yes,74,No,Lawyer,0.0,3,2.0,1
459629,Female,Yes,47,Yes,Entertainment,3.0,2,2.0,1
463892,Male,No,38,Yes,Artist,9.0,1,1.0,0
461950,Female,No,40,Yes,Healthcare,1.0,1,1.0,1
463499,Male,Yes,48,Yes,Executive,0.0,1,2.0,1
467946,Female,Yes,40,Yes,Artist,0.0,1,2.0,1
461540,Male,No,38,Yes,Artist,3.0,1,2.0,1
462679,Male,No,63,Yes,Doctor,1.0,1,1.0,1
459181,Male,Yes,58,No,Artist,0.0,3,3.0,1
463612,Female,Yes,51,Yes,Engineer,1.0,3,3.0,1
463393,Female,Yes,38,Yes,Artist,6.0,1,2.0,0
465527,Female,No,26,No,Entertainment,6.0,1,8.0,2
462316,Male,Yes,60,Yes,Artist,1.0,2,3.0,1
467510,Male,Yes,51,Yes,Entertainment,3.0,1,3.0,1
459755,Female,Yes,56,No,Artist,3.0,2,3.0,1
466049,Female,No,25,Yes,Doctor,0.0,1,1.0,1
465211,Male,No,43,No,Artist,6.0,1,2.0,0
460367,Male,Yes,73,Yes,Artist,1.0,1,2.0,1
463591,Male,No,22,No,Healthcare,1.0,1,4.0,2
464585,Male,Yes,66,Yes,Lawyer,1.0,3,2.0,1
463698,Female,Yes,53,No,Engineer,0.0,2,2.0,1
462114,Male,No,21,No,Healthcare,1.0,1,4.0,2
461856,Female,Yes,45,Yes,Artist,3.0,3,4.0,2
467511,Male,Yes,57,Yes,Entertainment,3.0,1,1.0,1
464593,Female,No,35,Yes,Doctor,1.0,1,4.0,2
459643,Male,Yes,40,Yes,Executive,0.0,3,4.0,2
459695,Male,Yes,35,Yes,Artist,0.0,3,2.0,1
460213,Male,Yes,40,Yes,Entertainment,5.0,1,1.0,0
461046,Male,Yes,50,Yes,Artist,0.0,1,1.0,1
463409,Female,Yes,43,No,Entertainment,7.0,2,5.0,0
463299,Female,Yes,49,Yes,Artist,0.0,1,4.0,2
465719,Female,Yes,37,Yes,Artist,0.0,1,2.0,1
463448,Male,Yes,40,Yes,Artist,8.0,2,2.0,0
466248,Male,No,41,Yes,Doctor,1.0,1,1.0,1
462802,Female,Yes,39,Yes,Artist,1.0,2,4.0,2
463205,Female,No,25,No,Doctor,0.0,1,4.0,2
465648,Female,No,32,No,Entertainment,0.0,1,2.0,2
467774,Female,No,39,Yes,Homemaker,1.0,1,6.0,2
465525,Female,Yes,38,Yes,Healthcare,3.0,2,3.0,2
467776,Female,No,25,Yes,Doctor,0.0,1,4.0,2
460850,Female,Yes,61,No,Engineer,0.0,1,1.0,1
463919,Female,No,31,Yes,Homemaker,9.0,1,1.0,0
460809,Male,Yes,72,Yes,Artist,2.0,1,1.0,1
465708,Female,Yes,60,Yes,Artist,0.0,3,2.0,1
467138,Female,No,26,No,Homemaker,13.0,1,1.0,0
459003,Male,Yes,51,Yes,Doctor,0.0,3,5.0,2
466167,Male,Yes,56,No,Doctor,1.0,1,2.0,1
464257,Male,Yes,35,No,Entertainment,1.0,3,2.0,1
464479,Male,Yes,55,Yes,Entertainment,1.0,1,1.0,1
464204,Female,Yes,39,Yes,Artist,2.0,3,2.0,1
460073,Female,Yes,42,Yes,Engineer,2.0,1,1.0,1
460289,Female,Yes,60,Yes,Artist,2.0,2,6.0,2
464052,Male,No,36,Yes,Artist,0.0,1,1.0,1
459069,Male,Yes,25,Yes,Doctor,0.0,2,2.0,2
465800,Male,No,25,No,Healthcare,1.0,1,3.0,2
461497,Male,No,29,No,Doctor,5.0,1,5.0,2
464005,Female,No,27,No,Healthcare,0.0,1,5.0,2
459588,Male,Yes,52,Yes,Artist,1.0,1,1.0,1
464477,Male,Yes,36,No,Entertainment,1.0,1,2.0,1
